"exclude","partyabbrev","text","doc_id","party","partycolor","partyorder","corpus_line_id","heading_order","doc_line_id","sentence","doc_sentence_id","corpus_sentence_id","heading","paragraph","context_after","context_before","partyname_in_text","sentence_id"
0,"AfD","Wir fordern die Abkehr von geschwätziger Kompetenzorientierung und die Rückkehr zur Vermittlung des Fachwissens als zentrales Anliegen der Schule.","afd.txt","41953","blue",6,325,0,325,"Wir fordern die Abkehr von geschwätziger Kompetenzorientierung und die Rückkehr zur Vermittlung des Fachwissens als zentrales Anliegen der Schule.",603,603,"Bildung und Schule: Mut zur Differenzierung","Wir fordern die Abkehr von geschwätziger Kompetenzorientierung und die Rückkehr zur Vermittlung des Fachwissens als zentrales Anliegen der Schule.","","","FALSE",88
0,"AfD","Wir wollen eine höhere Grundfinanzierung der Hochschulen einführen, um deren Abhängigkeit von Drittmitteln zu verringern.","afd.txt","41953","blue",6,345,0,345,"Wir wollen eine höhere Grundfinanzierung der Hochschulen einführen, um deren Abhängigkeit von Drittmitteln zu verringern.",642,642,"8.6 Autonomie der Hochschulen stärken: Freiheit von Forschung und Lehre bewahren","Deutschland muss ein Land der Spitzenforschung bleiben. Wir wollen eine höhere Grundfinanzierung der Hochschulen einführen, um deren Abhängigkeit von Drittmitteln zu verringern. Hochschulen sollen das Recht besitzen, Bewerber durch Aufnahmeprüfungen auszuwählen. Der durch planwirtschaftliche Zielvorgaben zu Studentenzahlen, Studienerfolg und anderen Quoten erzeugte Zwang zur Nivellierung ist zu beenden."," Hochschulen sollen das Recht besitzen, Bewerber durch Aufnahmeprüfungen auszuwählen. Der durch planwirtschaftliche Zielvorgaben zu Studentenzahlen, Studienerfolg und anderen Quoten erzeugte Zwang zur Nivellierung ist zu beenden.","Deutschland muss ein Land der Spitzenforschung bleiben. ","FALSE",17
0,"AfD","Wir wollen die Verbraucherorganisationen durch ausreichendes Stiftungskapital stärken, um ihre Unabhängigkeit zu erhalten.","afd.txt","41953","blue",6,614,0,614,"Wir wollen die Verbraucherorganisationen durch ausreichendes Stiftungskapital stärken, um ihre Unabhängigkeit zu erhalten.",1080,1080,"15.4 Verbraucherschutz","Die AfD setzt sich für vermehrte Produktprüfungen durch Stärkung der Gewerbeaufsicht ein und fordert eine transparente Kennzeichnung von Lebensmitteln mit verbraucherfreundlichen, genauen Angaben zu Herkunft, Inhaltsstoffen und Qualität. Wir wollen die Verbraucherorganisationen durch ausreichendes Stiftungskapital stärken, um ihre Unabhängigkeit zu erhalten.","","Die AfD setzt sich für vermehrte Produktprüfungen durch Stärkung der Gewerbeaufsicht ein und fordert eine transparente Kennzeichnung von Lebensmitteln mit verbraucherfreundlichen, genauen Angaben zu Herkunft, Inhaltsstoffen und Qualität. ","FALSE",33
0,"AfD","Wir wollen den souveränen, demokratischen Nationaltaat erhalten!","afd.txt","41953","blue",6,7,0,7,"Wir wollen den souveränen, demokratischen Nationaltaat erhalten!",14,14,"1.1 Ohne Volkssouveränität keine Demokratie","Wir wollen den souveränen, demokratischen Nationaltaat erhalten!","","","FALSE",26
0,"AfD","Wir wollen dazu beitragen, es für Ärzte attraktiver zu machen, sich wieder vermehrt auf dem Land niederzulassen.","afd.txt","41953","blue",6,496,0,496,"Wir wollen dazu beitragen, es für Ärzte attraktiver zu machen, sich wieder vermehrt auf dem Land niederzulassen.",889,889,"12.2 Ärztliche Versorgung auf dem Land sicherstellen","Die Arztsitze sind zwischen Stadt und Land ungleich verteilt. Niederlassungen auf dem Land sind häufig nicht attraktiv. Wir wollen dazu beitragen, es für Ärzte attraktiver zu machen, sich wieder vermehrt auf dem Land niederzulassen. Auch die Kommunen und Landkreise sowie die Bundesländer sind gefordert, Anreize zu schaffen."," Auch die Kommunen und Landkreise sowie die Bundesländer sind gefordert, Anreize zu schaffen.","Die Arztsitze sind zwischen Stadt und Land ungleich verteilt. Niederlassungen auf dem Land sind häufig nicht attraktiv. ","FALSE",80
0,"CDU/CSU","Wir wollen, dass die Arbeit stärker als bisher zu den Menschen kommt.","union.txt","41521","black",1,4218,0,168,"Wir wollen, dass die Arbeit stärker als bisher zu den Menschen kommt.",509,14206,"Ländliche Räume fördern und stärken","- Wir wollen eine Dezentralisierungsstrategie. Zur Erhöhung der Attraktivität ländlicher Räume ist die Errichtung von Behörden, Schulen, Hochschulen und Forschungseinrichtungen in der Fläche ein geeignetes Instrument. Dies haben die Erfahrungen in Bayern eindrucksvoll bewiesen. Wir wollen, dass die Arbeit stärker als bisher zu den Menschen kommt. Dies gilt insbesondere auch für ländliche Regionen in den neuen Bundesländern."," Dies gilt insbesondere auch für ländliche Regionen in den neuen Bundesländern.","- Wir wollen eine Dezentralisierungsstrategie. Zur Erhöhung der Attraktivität ländlicher Räume ist die Errichtung von Behörden, Schulen, Hochschulen und Forschungseinrichtungen in der Fläche ein geeignetes Instrument. Dies haben die Erfahrungen in Bayern eindrucksvoll bewiesen. ","FALSE",89
0,"CDU/CSU","Wir wollen dazu beitragen, dass große neue Plattformen, z.B. in den Bereichen vernetzte Mobilität und Gesundheit, in Deutschland neu entstehen und weltweit erfolgreich sein können.","union.txt","41521","black",1,4406,0,356,"Wir wollen dazu beitragen, dass große neue Plattformen, z.B. in den Bereichen vernetzte Mobilität und Gesundheit, in Deutschland neu entstehen und weltweit erfolgreich sein können.",939,14636,"Chancen für Wirtschaft und Arbeit","- Im Zeitalter der Digitalisierung werden immer mehr Dienstleistungen über Internet-Plattformen verfügbar sein. Schon heute kaufen Millionen Bürger nline: Kleidung, Bücher, Lebensmittel und vieles mehr. Hier können und müssen Europa und Deutschland besser werden als bisher, denn die meisten dieser Plattformen haben ihren Sitz in den USA oder China. Wir wollen dazu beitragen, dass große neue Plattformen, z.B. in den Bereichen vernetzte Mobilität und Gesundheit, in Deutschland neu entstehen und weltweit erfolgreich sein können. Dazu müssen wir ggf. das Kartellrecht anpassen."," Dazu müssen wir ggf. das Kartellrecht anpassen.","- Im Zeitalter der Digitalisierung werden immer mehr Dienstleistungen über Internet-Plattformen verfügbar sein. Schon heute kaufen Millionen Bürger nline: Kleidung, Bücher, Lebensmittel und vieles mehr. Hier können und müssen Europa und Deutschland besser werden als bisher, denn die meisten dieser Plattformen haben ihren Sitz in den USA oder China. ","FALSE",55
0,"CDU/CSU","Wir stehen zur Bundeswehr, ihren Soldatinnen und Soldaten und ihren Zivilangestellten, und werden dafür sorgen, dass sie ihre Aufgaben auch künftig erfüllen kann in den Einsätzen weltweit, bei der Bündnis- und Landesverteidigung und bei Unterstützungs- und Hilfsmaßnahmen in der Heimat.","union.txt","41521","black",1,4511,0,461,"Wir stehen zur Bundeswehr, ihren Soldatinnen und Soldaten und ihren Zivilangestellten, und werden dafür sorgen, dass sie ihre Aufgaben auch künftig erfüllen kann in den Einsätzen weltweit, bei der Bündnis- und Landesverteidigung und bei Unterstützungs- und Hilfsmaßnahmen in der Heimat.",1155,14852,"Bundeswehr als Garant unserer Sicherheit","- Seit über 60 Jahren ist die Bundeswehr der Garant unserer äußeren Sicher? Aufgrund ihrer hohen Einsatzbereitschaft, ihrer Professionalität und ihrer Menschlichkeit hat sie sich höchste Anerkennung im In- und Ausland erworben. Wir stehen zur Bundeswehr, ihren Soldatinnen und Soldaten und ihren Zivilangestellten, und werden dafür sorgen, dass sie ihre Aufgaben auch künftig erfüllen kann in den Einsätzen weltweit, bei der Bündnis- und Landesverteidigung und bei Unterstützungs- und Hilfsmaßnahmen in der Heimat.","","- Seit über 60 Jahren ist die Bundeswehr der Garant unserer äußeren Sicher? Aufgrund ihrer hohen Einsatzbereitschaft, ihrer Professionalität und ihrer Menschlichkeit hat sie sich höchste Anerkennung im In- und Ausland erworben. ","FALSE",9
0,"CDU/CSU","Wir haben darum ein fundamentales sicherheitspolitisches Interesse an einem starken und verlässlichen Partner USA.","union.txt","41521","black",1,4507,0,457,"Wir haben darum ein fundamentales sicherheitspolitisches Interesse an einem starken und verlässlichen Partner USA.",1147,14844,"Deutschlands Rolle in der Welt","Die USA sind und bleiben unser wichtigster außereuropäischer Partner. Wir verdanken ihnen viel: Ihr Vertrauen und ihre Unterstützung nach dem Zweiten Weltkrieg haben Deutschlands Weg zurück in die Familie der freien demokratischen Nationen und die deutsche Wiedervereinigung erst ermöglicht. Und auch angesichts der zukünftig absehbaren Herausforderungen verbinden uns Europäer gemeinsame Werte mit unseren nordamerikanischen Partnern enger, stärker und haltbarer als mit irgendeiner anderen Region der Welt. Wir haben darum ein fundamentales sicherheitspolitisches Interesse an einem starken und verlässlichen Partner USA.","","Die USA sind und bleiben unser wichtigster außereuropäischer Partner. Wir verdanken ihnen viel: Ihr Vertrauen und ihre Unterstützung nach dem Zweiten Weltkrieg haben Deutschlands Weg zurück in die Familie der freien demokratischen Nationen und die deutsche Wiedervereinigung erst ermöglicht. Und auch angesichts der zukünftig absehbaren Herausforderungen verbinden uns Europäer gemeinsame Werte mit unseren nordamerikanischen Partnern enger, stärker und haltbarer als mit irgendeiner anderen Region der Welt. ","FALSE",82
0,"CDU/CSU","Wir wollen verhindern, dass bestehende Ehrenamtsstrukturen unter rückläufigen Bevölkerungszahlen leiden.","union.txt","41521","black",1,4224,0,174,"Wir wollen verhindern, dass bestehende Ehrenamtsstrukturen unter rückläufigen Bevölkerungszahlen leiden.",523,14220,"Ländliche Räume fördern und stärken","- Heimat und Identität sind im ländlichen Raum häufig besonders stark. Ehrenamtliches Engagement leistet hierzu einen herausragenden Beitrag. Wir wollen verhindern, dass bestehende Ehrenamtsstrukturen unter rückläufigen Bevölkerungszahlen leiden. Dies bedarf einer besonderen Förderung, insbesondere von Kommunen und Ländern. Hauptamtliche Unterstützung und zentrale Anlauf- und Beratungsstellen sind wichtig. Dazu werden wir eine Ehrenamtsstiftung neu errichten."," Dies bedarf einer besonderen Förderung, insbesondere von Kommunen und Ländern. Hauptamtliche Unterstützung und zentrale Anlauf- und Beratungsstellen sind wichtig. Dazu werden wir eine Ehrenamtsstiftung neu errichten.","- Heimat und Identität sind im ländlichen Raum häufig besonders stark. Ehrenamtliches Engagement leistet hierzu einen herausragenden Beitrag. ","FALSE",30
0,"CDU/CSU","Wir haben in Deutschland eine neue Nationale Nachhaltigkeitsstrategie erarbeitet, durch die die vereinbarten Ziele der Agenda 2030 auch in Deutschland umgesetzt werden sollen.","union.txt","41521","black",1,4544,0,494,"Wir haben in Deutschland eine neue Nationale Nachhaltigkeitsstrategie erarbeitet, durch die die vereinbarten Ziele der Agenda 2030 auch in Deutschland umgesetzt werden sollen.",1236,14933,"Nachhaltigkeit als Auftrag","Vor zwei Jahren hat die Weltgemeinschaft der Staaten in New York die Agenda 2030 zur nachhaltigen Entwicklung verabschiedet. Deutschland hat wesentlich zu ihrem Zustandekommen beigetragen. Sie geht weit über den Bereich der Umweltpolitik hinaus und umfasst auch Bereiche wie Bildung und Gesundheit. Wir haben in Deutschland eine neue Nationale Nachhaltigkeitsstrategie erarbeitet, durch die die vereinbarten Ziele der Agenda 2030 auch in Deutschland umgesetzt werden sollen.","","Vor zwei Jahren hat die Weltgemeinschaft der Staaten in New York die Agenda 2030 zur nachhaltigen Entwicklung verabschiedet. Deutschland hat wesentlich zu ihrem Zustandekommen beigetragen. Sie geht weit über den Bereich der Umweltpolitik hinaus und umfasst auch Bereiche wie Bildung und Gesundheit. ","FALSE",10
0,"CDU/CSU","Wir wollen, dass Deutschland führend wird in der Produktion alternativer umweltfreundlicher Antriebe, wie zum Beispiel der Elektromobilität, und die Entwicklung autonomer Fahrzeuge zur Marktreife führt.","union.txt","41521","black",1,4099,0,49,"Wir wollen, dass Deutschland führend wird in der Produktion alternativer umweltfreundlicher Antriebe, wie zum Beispiel der Elektromobilität, und die Entwicklung autonomer Fahrzeuge zur Marktreife führt.",163,13860,"Arbeitsplätze sichern","- Wir wollen, dass die deutsche Automobilindustrie auch künftig ihre Weltmarktstellung behauptet. Fehler der Vergangenheit müssen korrigiert und für die Zukunft ausgeschlossen werden. Wir wollen, dass in Deutschland die besten und die saubersten Autos hergestellt werden. Wir wollen, dass Deutschland führend wird in der Produktion alternativer umweltfreundlicher Antriebe, wie zum Beispiel der Elektromobilität, und die Entwicklung autonomer Fahrzeuge zur Marktreife führt. Wir werden hierfür die staatlichen und gesetzlichen Rahmenbedingungen weiter verbessern."," Wir werden hierfür die staatlichen und gesetzlichen Rahmenbedingungen weiter verbessern.","- Wir wollen, dass die deutsche Automobilindustrie auch künftig ihre Weltmarktstellung behauptet. Fehler der Vergangenheit müssen korrigiert und für die Zukunft ausgeschlossen werden. Wir wollen, dass in Deutschland die besten und die saubersten Autos hergestellt werden. ","FALSE",62
0,"CDU/CSU","Wir wollen Bonn als deutschen Standort der Vereinten Nationen, als Sitz internationaler Nichtregierungsorganisationen und Standort für internationale Kongresse und Konferenzen stärken.","union.txt","41521","black",1,4504,0,454,"Wir wollen Bonn als deutschen Standort der Vereinten Nationen, als Sitz internationaler Nichtregierungsorganisationen und Standort für internationale Kongresse und Konferenzen stärken.",1137,14834,"Deutschlands Rolle in der Welt","Wir wollen Bonn als deutschen Standort der Vereinten Nationen, als Sitz internationaler Nichtregierungsorganisationen und Standort für internationale Kongresse und Konferenzen stärken. Genauso stehen wir uneingeschränkt zu den Vereinbarungen des Bonn/Berlin-Gesetzes. Die Bundesstadt Bonn ist das zweite bundespolitische Zentrum."," Genauso stehen wir uneingeschränkt zu den Vereinbarungen des Bonn/Berlin-Gesetzes. Die Bundesstadt Bonn ist das zweite bundespolitische Zentrum.","","FALSE",56
0,"CDU/CSU","Wir wollen die Möglichkeiten der Rehabilitation zur Erhaltung der Selbstständigkeit stärker nutzen, entsprechende Angebote ausbauen und die Zusammenarbeit der Sozialversicherungsträger in diesem Bereich verbessern.","union.txt","41521","black",1,4316,0,266,"Wir wollen die Möglichkeiten der Rehabilitation zur Erhaltung der Selbstständigkeit stärker nutzen, entsprechende Angebote ausbauen und die Zusammenarbeit der Sozialversicherungsträger in diesem Bereich verbessern.",726,14423,"Gesundheit und Pflege auf hohem Niveau","- Der weitere Anstieg der Zahl der Pflegebedürftigen verlangt Anstrengungen aller Beteiligten, um flächendeckend ein vielfältiges Versorgungsangebot sicherstellen zu können. Daher werden wir eine „Konzertierte Aktion Pflege"" ins Leben rufen. Wir wollen die Möglichkeiten der Rehabilitation zur Erhaltung der Selbstständigkeit stärker nutzen, entsprechende Angebote ausbauen und die Zusammenarbeit der Sozialversicherungsträger in diesem Bereich verbessern.","","- Der weitere Anstieg der Zahl der Pflegebedürftigen verlangt Anstrengungen aller Beteiligten, um flächendeckend ein vielfältiges Versorgungsangebot sicherstellen zu können. Daher werden wir eine „Konzertierte Aktion Pflege"" ins Leben rufen. ","FALSE",98
0,"CDU/CSU","Wir haben rund 5,3 Milliarden in den Bau und Betrieb von Kindertagesstätten investiert und helfen finanzschwachen Städten und Gemeinden mit rund 7 Milliarden Euro bei der überfälligen Sanierung von Schulen und Einrichtungen.","union.txt","41521","black",1,4191,0,141,"Wir haben rund 5,3 Milliarden in den Bau und Betrieb von Kindertagesstätten investiert und helfen finanzschwachen Städten und Gemeinden mit rund 7 Milliarden Euro bei der überfälligen Sanierung von Schulen und Einrichtungen.",435,14132,"Familien und Kinder im Mittelpunkt","Dem fühlen sich CDU und CSU verpflichtet. Seit 2013 haben wir das ElterngeldPlus eingeführt, das Mutterschutzgesetz reformiert sowie Kindergeld und Kinderfreibeträge an die Steigerung der Lebenshaltungskosten angepasst. Wir haben rund 5,3 Milliarden in den Bau und Betrieb von Kindertagesstätten investiert und helfen finanzschwachen Städten und Gemeinden mit rund 7 Milliarden Euro bei der überfälligen Sanierung von Schulen und Einrichtungen.","","Dem fühlen sich CDU und CSU verpflichtet. Seit 2013 haben wir das ElterngeldPlus eingeführt, das Mutterschutzgesetz reformiert sowie Kindergeld und Kinderfreibeträge an die Steigerung der Lebenshaltungskosten angepasst. ","FALSE",85
0,"CDU/CSU","Wir sind bereit, mit der neuen französischen Regierung die Euro-Zone schrittweise weiterzuentwickeln, zum Beispiel mit der Schaffung eines eigenen Währungsfonds.","union.txt","41521","black",1,4449,0,399,"Wir sind bereit, mit der neuen französischen Regierung die EuroZone schrittweise weiterzuentwickeln, zum Beispiel mit der Schaffung eines eigenen Währungsfonds.",1028,14725,"Wohlstandsraum Europa","- Wir wollen die dauerhafte Stabilisierung der Euro-Zone erreichen. Maßstab muss dabei bleiben: Eine Vergemeinschaftung von Schulden schließen wir weiter aus. Wir sind bereit, mit der neuen französischen Regierung die EuroZone schrittweise weiterzuentwickeln, zum Beispiel mit der Schaffung eines eigenen Währungsfonds.","","- Wir wollen die dauerhafte Stabilisierung der Euro-Zone erreichen. Maßstab muss dabei bleiben: Eine Vergemeinschaftung von Schulden schließen wir weiter aus. ","FALSE",16
0,"CDU/CSU","Wir werden die Schaffung „Ärztlicher Versorgungszentren"" fördern.","union.txt","41521","black",1,4217,0,167,"Wir werden die Schaffung „Ärztlicher Versorgungszentren"" fördern.",504,14201,"Ländliche Räume fördern und stärken","- CDU und CSU werden die ausreichende ärztliche Versorgung in ländlichen Räumen absichern. Dazu gehören auch der Erhalt von Pflegeeinrichtungen und Krankenhäusern, die schnelle Verfügbarkeit von Notfallmedizin sowie die Versorgung mit Angeboten der Geburtshilfe und mit Hebammen, auch bei der Geburtsvorsorge und -nachsorge. Wir werden die Schaffung „Ärztlicher Versorgungszentren"" fördern. Bei der Studienplatzvergabe im Fach Medizin sollen die Interessen des ländlichen Raums besonders berücksichtigt werden."," Bei der Studienplatzvergabe im Fach Medizin sollen die Interessen des ländlichen Raums besonders berücksichtigt werden.","- CDU und CSU werden die ausreichende ärztliche Versorgung in ländlichen Räumen absichern. Dazu gehören auch der Erhalt von Pflegeeinrichtungen und Krankenhäusern, die schnelle Verfügbarkeit von Notfallmedizin sowie die Versorgung mit Angeboten der Geburtshilfe und mit Hebammen, auch bei der Geburtsvorsorge und -nachsorge. ","FALSE",52
