doc_id,partyabbrev,party,partycolor,partyorder,corpus_line_id,heading_order,doc_line_id,text,doc_sentence_id,corpus_sentence_id,heading,paragraph,context_after,context_before
afd.txt,AfD,41953,blue,6,260,0,260,Die Predigten in Moscheen in Deutschland sollen in deutscher Sprache gehalten werden.,499,499,DER ISLAM IM KONFLIKT MIT DER FREIHEITLICH-DEMOKRATISCHEN GRUNDORDNUNG,"Imame müssen sich vorbehaltlos zu unserem Grundgesetz bekennen. Die Predigten in Moscheen in Deutschland sollen in deutscher Sprache gehalten werden. Imame, die gegen das Grundgesetz agitieren, erhalten ein Predigtverbot und werden bei Vorliegen der rechtlichen Voraussetzungen abgeschoben."," Imame, die gegen das Grundgesetz agitieren, erhalten ein Predigtverbot und werden bei Vorliegen der rechtlichen Voraussetzungen abgeschoben.",Imame müssen sich vorbehaltlos zu unserem Grundgesetz bekennen. 
afd.txt,AfD,41953,blue,6,433,0,433,"Weitere wichtige Elemente sind die Sicherstellung von Wettbewerb auf den Märkten und die Verhinderung von marktbeherrschenden Stellungen sowie ein unbestechliches effizientes Rechtssystem, das Rechtssicherheit und Rechtsfrieden gewährleistet und nicht zuletzt auch Bürger gegen Übergriffe des Staates schützt.",790,790,10.6 Wirtschaftspolitik für Deutschland: Wohlstand für alle!,"Grundlegende Elemente für eine prosperierende Wirtschaft sind für die AfD die Eigenverantwortung der Wirtschaftssubjekte mit dem Gegenstück Haftung für das eigene Handeln, die Garantie des Privateigentums und der Marktpreis als Steuerungsmechanismus für wirtschaftliche Entscheidungen. Weitere wichtige Elemente sind die Sicherstellung von Wettbewerb auf den Märkten und die Verhinderung von marktbeherrschenden Stellungen sowie ein unbestechliches effizientes Rechtssystem, das Rechtssicherheit und Rechtsfrieden gewährleistet und nicht zuletzt auch Bürger gegen Übergriffe des Staates schützt.",,"Grundlegende Elemente für eine prosperierende Wirtschaft sind für die AfD die Eigenverantwortung der Wirtschaftssubjekte mit dem Gegenstück Haftung für das eigene Handeln, die Garantie des Privateigentums und der Marktpreis als Steuerungsmechanismus für wirtschaftliche Entscheidungen. "
afd.txt,AfD,41953,blue,6,578,0,578,"- Erstellung eines Verkehrskonzepts für den Güterfernverkehr unter Berücksichtigung moderner Logistikkonzepte,",1031,1031,14.1 Verkehr,"- Erstellung eines Verkehrskonzepts für den Güterfernverkehr unter Berücksichtigung moderner Logistikkonzepte,",,
afd.txt,AfD,41953,blue,6,133,0,133,Beispielsweise ist Afrika heute trotz (oder wegen) aller Hilfen nur mit rund zwei Prozent am Welthandel beteiligt.,279,279,3.6 Entwicklungspolitik: Stabilität als Sicherheits- und Wirtschaftsinteresse,Nach 50 Jahren Entwicklungspolitik ist das Ergebnis ernüchternd. Beispielsweise ist Afrika heute trotz (oder wegen) aller Hilfen nur mit rund zwei Prozent am Welthandel beteiligt. Durch das rapide Bevölkerungswachstum werden die Ergebnisse der Entwicklungspolitik wieder zunichtegemacht., Durch das rapide Bevölkerungswachstum werden die Ergebnisse der Entwicklungspolitik wieder zunichtegemacht.,Nach 50 Jahren Entwicklungspolitik ist das Ergebnis ernüchternd. 
afd.txt,AfD,41953,blue,6,261,0,261,Die islamtheologischen Lehrstühle an deutschen Universitäten sind abzuschaffen und die Stellen der bekenntnisneutralen Islamwissenschaft zu übertragen.,501,501,DER ISLAM IM KONFLIKT MIT DER FREIHEITLICH-DEMOKRATISCHEN GRUNDORDNUNG,Die islamtheologischen Lehrstühle an deutschen Universitäten sind abzuschaffen und die Stellen der bekenntnisneutralen Islamwissenschaft zu übertragen.,,
afd.txt,AfD,41953,blue,6,580,0,580,"- keine PKW-Maut sowie Novellierung der LKW-Maut,",1033,1033,14.1 Verkehr,"- keine PKW-Maut sowie Novellierung der LKW-Maut,",,
afd.txt,AfD,41953,blue,6,610,0,610,Lärm ist das durch weite Teile der Bevölkerung am stärksten wahrgenommene Umweltproblem.,1076,1076,15.3 Lärmschutz verbessern,Lärm verursacht Stress und macht krank. Lärm ist das durch weite Teile der Bevölkerung am stärksten wahrgenommene Umweltproblem. Die bisherigen Anstrengungen zur Lärmvorsorge und insbesondere zur Lärmsanierung reichen nicht aus., Die bisherigen Anstrengungen zur Lärmvorsorge und insbesondere zur Lärmsanierung reichen nicht aus.,Lärm verursacht Stress und macht krank. 
afd.txt,AfD,41953,blue,6,58,0,58,"Jedoch kann es in einem freiheitlichen Rechtsstaat niemals legitimes Ziel staatlichen Handelns sein, in willkürlich abgegrenzten gesellschaftlichen Teilbereichen eine ebenso willkürlich festgesetzte „Geschlechterquote"" zu erzwingen.",130,130,1.15 Bürgerlich-freiheitliche Rechtsordnung,"In Artikel 3 des Grundgesetzes heißt es: „Männer und Frauen sind gleichberechtigt. Der Staat fördert die tatsächliche Durchsetzung der Gleichberechtigung von Frauen und Männern und wirkt auf die Beseitigung bestehender Nachteile hin. Niemand darf wegen seines Geschlechtes benachteiligt oder bevorzugt werden."" Diese Sätze haben einen klaren und guten Sinn. Das Recht, nicht vom Staat aufgrund des eigenen Geschlechts benachteiligt zu werden, ist ein individuelles Menschenrecht. Es kommt jedem Menschen in gleicher Weise zu. Manche Juristen vertreten die falsche These, Artikel 3 GG erlaube es dem Staat, einzelne Menschen „stellvertretend"" für ihr jeweiliges Geschlecht zu bevorzugen oder zu benachteiligen, um die als Kollektive vorgestellten Geschlechter „gleichzustellen"". Jedoch kann es in einem freiheitlichen Rechtsstaat niemals legitimes Ziel staatlichen Handelns sein, in willkürlich abgegrenzten gesellschaftlichen Teilbereichen eine ebenso willkürlich festgesetzte „Geschlechterquote"" zu erzwingen. Genausowenig kann eine gesetzlich vorgeschriebene Ungleichbehandlung ein Mittel zur Verwirklichung von Gleichberechtigung sein. Gesetze, die solches vorschreiben, sind verfassungswidrig und abzulehnen. Die AfD wird sich im Deutschen Bundestag für ihre Aufhebung einsetzen."," Genausowenig kann eine gesetzlich vorgeschriebene Ungleichbehandlung ein Mittel zur Verwirklichung von Gleichberechtigung sein. Gesetze, die solches vorschreiben, sind verfassungswidrig und abzulehnen. Die AfD wird sich im Deutschen Bundestag für ihre Aufhebung einsetzen.","In Artikel 3 des Grundgesetzes heißt es: „Männer und Frauen sind gleichberechtigt. Der Staat fördert die tatsächliche Durchsetzung der Gleichberechtigung von Frauen und Männern und wirkt auf die Beseitigung bestehender Nachteile hin. Niemand darf wegen seines Geschlechtes benachteiligt oder bevorzugt werden."" Diese Sätze haben einen klaren und guten Sinn. Das Recht, nicht vom Staat aufgrund des eigenen Geschlechts benachteiligt zu werden, ist ein individuelles Menschenrecht. Es kommt jedem Menschen in gleicher Weise zu. Manche Juristen vertreten die falsche These, Artikel 3 GG erlaube es dem Staat, einzelne Menschen „stellvertretend"" für ihr jeweiliges Geschlecht zu bevorzugen oder zu benachteiligen, um die als Kollektive vorgestellten Geschlechter „gleichzustellen"". "
afd.txt,AfD,41953,blue,6,268,0,268,"Das Verbot der religiösen Voraustrauung, etwa durch Imame, soll wieder in Kraft gesetzt und die Streichung der §§ 67 und 67a im Personenstandsgesetz von 2009 rückgängig gemacht werden.",512,512,DER ISLAM IM KONFLIKT MIT DER FREIHEITLICH-DEMOKRATISCHEN GRUNDORDNUNG,"Das Verbot der religiösen Voraustrauung, etwa durch Imame, soll wieder in Kraft gesetzt und die Streichung der §§ 67 und 67a im Personenstandsgesetz von 2009 rückgängig gemacht werden. Nur so können wir der Imam-Ehe entgegenwirken, die unter Umgehung der standesamtlichen Trauung und oftmals unter Zwang die Polygamie, Kinderehe und Verwandtenehe ermöglicht. Im Ausland geschlossene Ehen gemäß dem Familienrecht der Scharia, die gegen unsere Gesetze und unsere Moralvorstellungen verstoßen, sollen in Deutschland rechtlich nicht anerkannt werden."," Nur so können wir der Imam-Ehe entgegenwirken, die unter Umgehung der standesamtlichen Trauung und oftmals unter Zwang die Polygamie, Kinderehe und Verwandtenehe ermöglicht. Im Ausland geschlossene Ehen gemäß dem Familienrecht der Scharia, die gegen unsere Gesetze und unsere Moralvorstellungen verstoßen, sollen in Deutschland rechtlich nicht anerkannt werden.",
afd.txt,AfD,41953,blue,6,326,0,326,Wir fordern die Abkehr von geschwätziger Kompetenzorientierung und die Rückkehr zur Vermittlung des Fachwissens als zentrales Anliegen der Schule.,607,607,Bildung und Schule: Mut zur Differenzierung,Wir fordern die Abkehr von geschwätziger Kompetenzorientierung und die Rückkehr zur Vermittlung des Fachwissens als zentrales Anliegen der Schule.,,
union.txt,CDU/CSU,41521,black,1,4607,0,494,Ganze Länder und ihre Bevölkerungen sind davon betroffen.,1225,15057,Klimaschutz ist Zukunftsschutz,"Der Fortgang der Erderwärmung kann weltweit dramatische Folgen haben und erfordert deshalb gemeinsames Handeln. Ganze Länder und ihre Bevölkerungen sind davon betroffen. Aber auch in unseren gemäßigten Breiten würde der Fortgang des Klimawandels zu irreversiblen Schäden führen, die vor allem unsere Kinder und Enkel treffen würden."," Aber auch in unseren gemäßigten Breiten würde der Fortgang des Klimawandels zu irreversiblen Schäden führen, die vor allem unsere Kinder und Enkel treffen würden.",Der Fortgang der Erderwärmung kann weltweit dramatische Folgen haben und erfordert deshalb gemeinsames Handeln. 
union.txt,CDU/CSU,41521,black,1,4172,0,59,- CDU und CSU wollen eine Chance auf Arbeit für jeden Menschen in Deutschland.,186,14018,Langzeitarbeitslosen helfen,"- CDU und CSU wollen eine Chance auf Arbeit für jeden Menschen in Deutschland. Denn Arbeit dient der Selbstverwirklichung des Einzelnen und schafft Lebensqualität. Wir finden uns mit der hohen Zahl von Langzeitarbeitslosen nicht ab. Wir werden ihre Qualifizierung, Vermittlung und Re-Integration in den Arbeitsmarkt deutlich verbessern."," Denn Arbeit dient der Selbstverwirklichung des Einzelnen und schafft Lebensqualität. Wir finden uns mit der hohen Zahl von Langzeitarbeitslosen nicht ab. Wir werden ihre Qualifizierung, Vermittlung und Re-Integration in den Arbeitsmarkt deutlich verbessern.",
union.txt,CDU/CSU,41521,black,1,4656,0,543,"- Wir wollen, dass möglichst alle, die mit Bleibeperspektive neu nach Deutschland kommen, baldmöglichst ihren Lebensunterhalt aus eigener Kraft bestreiten können.",1339,15171,Damit Integration gelingt,"- Wir wollen, dass möglichst alle, die mit Bleibeperspektive neu nach Deutschland kommen, baldmöglichst ihren Lebensunterhalt aus eigener Kraft bestreiten können. Dazu sind das Erlernen der deutschen Sprache und die Bereitschaft zu beruflicher Bildung unerlässlich.", Dazu sind das Erlernen der deutschen Sprache und die Bereitschaft zu beruflicher Bildung unerlässlich.,
union.txt,CDU/CSU,41521,black,1,4629,0,516,"Wir wollen sie allen vermitteln, die dauerhaft in Deutschland leben, nicht nur im Schulunterricht.",1280,15112,Gemeinschaft und Zusammenhalt,"- Unsere Geschichte mit all ihren Höhen und Tiefen ist unser gemeinsames unverwechselbares Erbe. Wir wollen sie allen vermitteln, die dauerhaft in Deutschland leben, nicht nur im Schulunterricht. Jeder, der neu zu uns kommt, soll sich damit vertraut machen."," Jeder, der neu zu uns kommt, soll sich damit vertraut machen.",- Unsere Geschichte mit all ihren Höhen und Tiefen ist unser gemeinsames unverwechselbares Erbe. 
union.txt,CDU/CSU,41521,black,1,4149,0,36,"- Gerade heute macht es einen großen Unterschied, wer regiert: CDU und CSU machen nur Zusagen, die wir auch einhalten können.",110,13942,Verantwortung für Deutschland,"- Gerade heute macht es einen großen Unterschied, wer regiert: CDU und CSU machen nur Zusagen, die wir auch einhalten können. Das ist eine zentrale Frage der politischen Glaubwürdigkeit und unterscheidet uns von manchen Mitbewerbern. Wer allen alles verspricht, wird am Ende die meisten enttäuschen."," Das ist eine zentrale Frage der politischen Glaubwürdigkeit und unterscheidet uns von manchen Mitbewerbern. Wer allen alles verspricht, wird am Ende die meisten enttäuschen.",
union.txt,CDU/CSU,41521,black,1,4369,0,256,Die Freiheit der Arzt- und Krankenhauswahl und ein Wettbewerb unter den Krankenkassen und - versicherungen ermöglichen den Patientinnen und Patienten die Auswahl nach Qualität und Wirtschaftlichkeit der Versorgung.,694,14526,Gesundheit und Pflege auf hohem Niveau,"Deutschland hat eines der besten Gesundheitswesen der Welt. Wir werden sicherstellen, dass Menschen im Falle von Krankheit, Pflegebedürftigkeit oder bei einem Unfall auch zukünftig eine gute medizinische und pflegerische Versorgung erhalten – unabhängig von ihrem Einkommen und Wohnort. Die Freiheit der Arzt- und Krankenhauswahl und ein Wettbewerb unter den Krankenkassen und - versicherungen ermöglichen den Patientinnen und Patienten die Auswahl nach Qualität und Wirtschaftlichkeit der Versorgung. Unser Gesundheitswesen hat sich mit der freiberuflichen Ärzteschaft, seiner Selbstverwaltung und mit seinen gesetzlichen und privaten Krankenversicherungen bewährt. Die Einführung einer sogenannten Bürgerversicherung lehnen wir ab."," Unser Gesundheitswesen hat sich mit der freiberuflichen Ärzteschaft, seiner Selbstverwaltung und mit seinen gesetzlichen und privaten Krankenversicherungen bewährt. Die Einführung einer sogenannten Bürgerversicherung lehnen wir ab.","Deutschland hat eines der besten Gesundheitswesen der Welt. Wir werden sicherstellen, dass Menschen im Falle von Krankheit, Pflegebedürftigkeit oder bei einem Unfall auch zukünftig eine gute medizinische und pflegerische Versorgung erhalten – unabhängig von ihrem Einkommen und Wohnort. "
union.txt,CDU/CSU,41521,black,1,4291,0,178,- Heimat und Identität sind im ländlichen Raum häufig besonders stark.,525,14357,Ländliche Räume fördern und stärken,"- Heimat und Identität sind im ländlichen Raum häufig besonders stark. Ehrenamtliches Engagement leistet hierzu einen herausragenden Beitrag. Wir wollen verhindern, dass bestehende Ehrenamtsstrukturen unter rückläufigen Bevölkerungszahlen leiden. Dies bedarf einer besonderen Förderung, insbesondere von Kommunen und Ländern. Hauptamtliche Unterstützung und zentrale Anlauf- und Beratungsstellen sind wichtig. Dazu werden wir eine Ehrenamtsstiftung neu errichten."," Ehrenamtliches Engagement leistet hierzu einen herausragenden Beitrag. Wir wollen verhindern, dass bestehende Ehrenamtsstrukturen unter rückläufigen Bevölkerungszahlen leiden. Dies bedarf einer besonderen Förderung, insbesondere von Kommunen und Ländern. Hauptamtliche Unterstützung und zentrale Anlauf- und Beratungsstellen sind wichtig. Dazu werden wir eine Ehrenamtsstiftung neu errichten.",
union.txt,CDU/CSU,41521,black,1,4604,0,491,Mit Klaus Töpfer und Angela Merkel als Umweltministern haben wir schon früh die Weichen für eine enge internationale Zusammenarbeit in Umweltfragen gestellt.,1220,15052,Umweltschutz aus Verantwortung,Deutschland ist Pionier im internationalen Umweltschutz. Mit Klaus Töpfer und Angela Merkel als Umweltministern haben wir schon früh die Weichen für eine enge internationale Zusammenarbeit in Umweltfragen gestellt.,,Deutschland ist Pionier im internationalen Umweltschutz. 
union.txt,CDU/CSU,41521,black,1,4325,0,212,"- Der Spitzensteuersatz, der immer häufiger bereits bei Einkommen von Facharbeitern, Handwerkern und Mittelständlern greift, soll künftig erst bei einem steuerpflichtigen Jahreseinkommen von 60.000 Euro einsetzen.",602,14434,Fair und gerecht: Steuern senken für alle,"- Der Spitzensteuersatz, der immer häufiger bereits bei Einkommen von Facharbeitern, Handwerkern und Mittelständlern greift, soll künftig erst bei einem steuerpflichtigen Jahreseinkommen von 60.000 Euro einsetzen.",,
union.txt,CDU/CSU,41521,black,1,4566,0,453,"- Wir verstärken unsere Bemühungen, diejenigen zurückzuführen und gegebenenfalls abzuschieben, deren Anträge auf Asyl rechtskräftig abgelehnt werden.",1125,14957,"Menschen in Not helfen, Migration steuern und reduzieren, abgelehnte Bewerber konsequent zurückführen","- Wir verstärken unsere Bemühungen, diejenigen zurückzuführen und gegebenenfalls abzuschieben, deren Anträge auf Asyl rechtskräftig abgelehnt werden.",,
union.txt,CDU/CSU,41521,black,1,4497,0,384,- Modernste Assistenzsysteme werden Menschen im Alltag von schweren Tätigkeiten entlasten und in vielfältiger Weise unterstützen.,989,14821,Chancen für Gesundheit und Lebensqualität,"- Modernste Assistenzsysteme werden Menschen im Alltag von schweren Tätigkeiten entlasten und in vielfältiger Weise unterstützen. Das kann gerade für ältere Menschen besonders wichtig sein und ihnen dabei helfen, länger als bisher selbstständig in ihrer vertrauten Umgebung zu bleiben."," Das kann gerade für ältere Menschen besonders wichtig sein und ihnen dabei helfen, länger als bisher selbstständig in ihrer vertrauten Umgebung zu bleiben.",
union.txt,CDU/CSU,41521,black,1,4544,0,431,- Das Vermögen von Verbrechern kann leichter beschlagnahmt werden.,1090,14922,"Für einen starken Staat: Sicherheit erhöhen, Verbrechen und Terror bekämpfen",- Das Vermögen von Verbrechern kann leichter beschlagnahmt werden.,,
union.txt,CDU/CSU,41521,black,1,4288,0,175,"Wirtschaftsstruktur"" wollen wir mit besonderem Fokus auf den ländlichen Raum weiterentwickeln.",520,14352,Ländliche Räume fördern und stärken,"Wirtschaftsstruktur"" wollen wir mit besonderem Fokus auf den ländlichen Raum weiterentwickeln.",,
union.txt,CDU/CSU,41521,black,1,4464,0,351,Dann können wir manuelle und elektronische Signatur gleichstellen.,917,14749,Digitales Bürgerportal,"- Jeder Bürger wird von jedem Ort aus seine Verwaltungsangelegenheiten regeln können. Dazu schaffen wir auch die Möglichkeit für eine rechtssichere und praktikable elektronische Signatur, mit der sich Bürger und Wirtschaftsteilnehmer leicht und sicher identifizieren können. Dann können wir manuelle und elektronische Signatur gleichstellen.",,"- Jeder Bürger wird von jedem Ort aus seine Verwaltungsangelegenheiten regeln können. Dazu schaffen wir auch die Möglichkeit für eine rechtssichere und praktikable elektronische Signatur, mit der sich Bürger und Wirtschaftsteilnehmer leicht und sicher identifizieren können. "
union.txt,CDU/CSU,41521,black,1,4118,0,5,Es gibt in Deutschland mehr Beschäftigung als je zuvor.,7,13839,Ein gutes Land in dieser Zeit,"- Unsere Wirtschaft wächst. Es gibt in Deutschland mehr Beschäftigung als je zuvor. Die Zahl der Arbeitslosen ist auf dem tiefsten Stand seit 1991, die Arbeitslosenquote so gering, wie seit Jahrzehnten nicht mehr. Auch junge Menschen finden wieder Ausbildung und Arbeit: Die Jugendarbeitslosigkeit ist die niedrigste in Europa."," Die Zahl der Arbeitslosen ist auf dem tiefsten Stand seit 1991, die Arbeitslosenquote so gering, wie seit Jahrzehnten nicht mehr. Auch junge Menschen finden wieder Ausbildung und Arbeit: Die Jugendarbeitslosigkeit ist die niedrigste in Europa.",- Unsere Wirtschaft wächst. 
union.txt,CDU/CSU,41521,black,1,4561,0,448,- In Zeiten terroristischer Bedrohungen ist die Arbeit des BND unerlässlich.,1115,14947,"Für einen starken Staat: Sicherheit erhöhen, Verbrechen und Terror bekämpfen",- In Zeiten terroristischer Bedrohungen ist die Arbeit des BND unerlässlich. CDU und CSU bekennen sich klar zum Bundesnachrichtendienst. Die Zusammenarbeit des BND mit anderen Diensten weltweit ist unerlässlich., CDU und CSU bekennen sich klar zum Bundesnachrichtendienst. Die Zusammenarbeit des BND mit anderen Diensten weltweit ist unerlässlich.,
union.txt,CDU/CSU,41521,black,1,4119,0,6,"Die sozialen Sicherungssysteme sind solide finanziert, wie seit Jahrzehnten nicht mehr.",11,13843,Ein gutes Land in dieser Zeit,"- Löhne und Renten sind deutlich gestiegen und steigen weiter. Die sozialen Sicherungssysteme sind solide finanziert, wie seit Jahrzehnten nicht mehr.",,- Löhne und Renten sind deutlich gestiegen und steigen weiter. 
